Project Name,Description,Id,Ref,Source,"Publishers (Name, Reference)",Currency,Commitment,Disbursment,"Donor (Name, reference, type)",Contract Signature Date,Final Date for Implementation,Recipients,Sectors,Contract Status,"Aid Types (Name, code)",Finance Type Code,Finance Type,Activity Flow Code,Activity Flow Type,Collaboration Type Code,Collaboration Type,"Transactions (Code, Type, Amount, Start date, End date, Implementing Partner ID, Implementing Partner name)","Markers (Id, name, type)"
"COSPE - Terre et Paix : Soutenir l'emploi des jeunes et l'accès à la terre comme prévention des conflits au Sénégal, Niger et Mali",Contribuer à la cohésion sociale et à la résilience dans la prévention des crises dans les régions d'intervention par l'insertion professionnelle des jeunes marginalisés en milieu rural,null,EC-FPI-2014/353-843,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,311877.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-02-01,2017-07-31,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,311877.0,2014-Dec-23,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
Mine Action Response in Eastern Ukraine,Establishment of EOD teams to carry out a survey of ERW contamination in Donetsk and Luhansk oblasts. One clearance team will also be establshed to conduct emergency clearance.,null,EC-FPI-2016/372-335,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,302160.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2016-02-01,2016-08-31,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,20,(IATI) OOF,1,Bilateral,"D,Disbursement,302160.0,2016-Feb-26,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
"Children in Yemen Grow-Up in a Safe, Protected, and Conflict-Free Environment",The action aims to strengthen social protection systems and responses for children in Yemen so that they are protected from grave forms of violence and exploitation,null,EC-FPI-2015/368-453,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,301371.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-12-23,2017-12-22,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,301371.0,2016-Jan-19,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
Support to the Somali Security Architecture,The project aims to provide the Somali government with assistance that it has requested to support the government in the design and development of the Somali counterterrorism strategy and its subsequent implementation through the plans to come under the strategy.,null,EC-FPI-2015/358-318,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,300000.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-06-15,2016-12-14,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"E,Expenditure,300000.0,2015-Jul-16,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
Fortalecimiento de iniciativas productivas con personas en alto riesgo de violencia.,"Apoyo al Pacto por la Seguridad y el Empleo en El SalvadorEl objetivo global de la acción es contribuir a la convivencia pacfica en la zona occidental de El Salvador y principalmente en la ciudad de Santa Ana, donde está localizada Metamorfosis. El objetivo especfico de la acción es fortalecer iniciativas productivas de personas con elevado riesgo de violencia, lo que debera permitir que más personas en riesgo o en conflicto abierto con la ley tengan la oportunidad de abandonar su modo de v",null,EC-FPI-2013/319-725,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,299977.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2013-07-02,2015-07-01,,Security,2,"""Core Support to NGOs, Other Private Bodies, PPPs and Research Institutions,B01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,3,"Bilateral, core contributions to NGOs and PPPs","D,Disbursement,29977.0,2016-Feb-20,,230015575,EC;D,Disbursement,75702.0,2014-Dec-18,,230015575,EC;D,Disbursement,194298.0,2013-Sep-09,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
Promotion de l'emploi et de la socialisation des jeunes marginalisés de 5 quartiers de N'Djaména,null,null,EC-FPI-2015/371-570,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,299278.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2016-02-01,2019-01-31,,Education,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,299278.0,2016-Jan-28,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
Conflict mitigation through creation of Regional hub for natural ressources in North East India,"Civil society organisations in Assam, Manipur and Meghalaya are better able to address conflicts arising due to disputes over natural resources, through increased capacities of peace building partnerships.",null,EC-FPI-2013/316-340,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,298653.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2014-02-01,2017-01-31,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,150767.0,2014-Jan-31,,230015575,EC;D,Disbursement,147886.0,2015-Jul-16,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;1,Promote gender equality and empower women,MDG;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG"
Support to the New Deal for engagement in Fragile States through the International dialogue on Peacebuilding and Statebuilding (IDPS),"This 3 year action aims to enable the IDPS to support the New Deal implementation in Fragile countries through the dissemination of technical knowledge and broadening out of partnerships, with other actors and stakeholders (notavly private sector and CS) whose appropriation of the New Deal aspirations, could make a huge difference to implementation and to the achievement of the Peace Building and State Building goals. Activities will be implemented both at country and global levels.",null,EC-FPI-2014/352-427,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,296800.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-01-01,2017-12-31,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,296800.0,2014-Dec-22,,","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
Mujeres VIH positivas centroamericanas promoviendo paz y una vida sin violencia,"Fortalecimiento de capacidades institucionales, conocimientos, manejo de información y coordinación de esfuerzos que estimulen la innovación y el liderazgo entre los grupos que trabajan con derechos de mujeres y mujeres VIH positivas para contribuir a la mejora de acceso a servicios legales y jurdicos oportunos, prevención de actos de violencia contra mujeres y asistencia a  las mujeres con VIH y sus familiares",null,EC-FPI-2013/334-131,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,290299.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2014-03-01,2017-02-28,,Social Infrastructure and Services,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,105011.0,2015-Aug-12,,230015575,EC;D,Disbursement,185288.0,2014-Jan-30,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
Strengthening the Capacities of Sunni Institutions to Enhance Stabilityand Religious Tolerance,"The intervention aims to engage key religious institutions to counter violent extremism by mitigating the appeal of radical ideas and promoting moderate narratives in particular within the Sunni community. It will provide capacity building and training, inter alia, to the Sunni Council's Dar el Fatwa network, notably on conflict management and transformation, community approach and nonviolent communication as well as moderate counselling in prisons. It will also promote outreach activities to ",null,EC-FPI-2015/367-519,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,286196.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-09-14,2017-03-13,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,286196.0,2015-Dec-03,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
"Fortalecimiento de los mecanismos nacionales y regionales para la prevención, atención y sanción de la violencia hacia las mujeres en El Salvador y Nicaragua","Contribuir a la Consolidación de la Paz en El Salvador y Nicaragua, a través de la mejora del acceso a la justicia para las mujeres",null,EC-FPI-2013/335-069,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,278788.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2013-12-21,2016-06-20,,Social Infrastructure and Services,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,124654.0,2015-Aug-12,,230015575,EC;D,Disbursement,154134.0,2014-Jan-30,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;3,Develop a global partnership framework,MDG;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG"
Municpios seguros e livres de violência contra as mulheres,"Contribuir para a reduo de todas as formas de violência contra as mulheres nos municpios, por meio do fortalecimento de capacidades de lideranas locais, assim como ampliando a interlocuo entre  gestores municipais e representantes da sociedade civil, com vistas ao planejamento conjunto de polticas de segurana e assistência para as mulheres.",null,EC-FPI-2013/328-885,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,268744.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2014-04-01,2016-03-31,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,86243.0,2015-Oct-07,,230015575,EC;D,Disbursement,182501.0,2014-Feb-11,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
Conflict transformation and youth-led peace building through cultural heritage and the arts,"The overall objective of the action is to contribute to sustainable peace in Pakistan through engagement and trust-building with local communities (especially youth), civil society and local authorities in two provinces of Pakistan, Balochistan and Khyber Pakhtunkhwa (KPK).",null,EC-FPI-2015/371-697,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,266285.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2016-02-01,2018-04-30,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,266285.0,2016-Jan-28,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;1,Promote gender equality and empower women,MDG;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG"
Les Femmes s'Organisent pour Rétablir la Cohésion sociale et l'Entente (FORCE),Obj Général: Contribuer à la restauration et la consolidation de la cohésion sociale par une plas grande participation et leadership des femmes dans les initiatives de paix et de sécurité au Sahel.                                                                                                                 Obj spécifique: réduire les conflits inter et intra communautaires par l'empowerment et la mise en réseau des organsiations de femmes au sein de la société civiele au Mali et au Burkina Faso,null,EC-FPI-2014/354-295,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,263000.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-03-02,2016-09-01,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,263000.0,2015-Jan-19,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
Trabalhadoras informais ambulantes na cidade de So Paulo protagonistas no enfrentamento às violências e exercitando os seus direitos,"Contribuir para a apropriao das  trabalhadoras informais ambulantes de mecanismos de preveno e superao da violência às mulheres para construo de uma cultura de paz, com exerccio dos direitos e segurana para todos.",null,EC-FPI-2013/328-847,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,261000.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2014-02-01,2016-01-31,,Government and Civil Society,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,151206.0,2015-May-05,,230015575,EC;D,Disbursement,109794.0,2014-Feb-03,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;3,Develop a global partnership framework,MDG;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG"
Cooperárvore e as mulheres de Jardim Teresópolis: promoo da paz e protagonismo feminino,"Contribuir para o desenvolvimento social, poltico e econômico de mulheres de baixa renda do municpio de Betim, Regio Metropolitana de Belo Horizonte, Minas Gerais",null,EC-FPI-2013/335-306,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,257742.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2014-02-01,2016-07-31,,Government and Civil Society,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,135284.0,2014-Feb-11,,230015575,EC;D,Disbursement,122458.0,2015-Jun-02,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;3,Develop a global partnership framework,MDG;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG"
Reparación del tejido social comunitario con jóvenes en alto riesgo.,"Apoyo al Pacto por la Seguridad y el Empleo en El SalvadorObjetivo General :Fomentar las capacidades locales para la cohesión social y promover la seguridad ciudadana en El Salvador, que sirva de referencia de polticas públicas en la prevención. secundaria de la violencia.Objetivos Especifico Construir colectivamente un modelo de inserción socioeconómica que contribuye a la convivencia democrática y pacfica entre jóvenes de alto riesgo y sus comunidades.",null,EC-FPI-2013/320-046,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,251635.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2013-07-15,2016-07-14,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,141119.0,2013-Sep-09,,230015575,EC;D,Disbursement,110516.0,2015-Jun-18,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
Towards a comprehensive implementation of the Joint Plan of Action for Central Asia under the United Nations Global Counter-Terrorism Strategy,Facilitate concrete and comprehensive implementation of the Joint Plan of Action of Central Asia through assistance in ccordinating the efforts of the states in the region and international and regional organisations.,null,EC-FPI-2014/335-708,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,248446.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2014-03-01,2016-08-31,,Security,2,"""Contributions to Specific-Purpose Programmes and Funds Managed by International Organisations ,B03,""",110,Aid grant excluding debt reorganisation,20,(IATI) OOF,1,Bilateral,"D,Disbursement,248446.0,2014-Oct-20,,","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
"Construyendo un espacio de negociación, diálogo y paz por una vida sin conflictos y sin Drogas en la Provincia de Satipo, Región Junn",Contribuir a la mejora del proceso social en el VRAEM para prevenir y manejar los conflictos en un clima de paz duradera.,null,EC-FPI-2014/354-250,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,238874.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-02-02,2016-02-01,,Disaster Prevention and Preparedness,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,238874.0,2015-Jan-22,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;3,Develop a global partnership framework,MDG;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG"
Civil Society Crisis Prevention Initiative,"The action aims to contribute towards peaceful political transitions in Abkhazia (and South Ossetia) in 2014 and help prevent further instability in the breakaway regions. More specifically, it aims to build a constructive, solution-oriented, pragmatic public discourse in Abkhazia (South Ossetia), facilitating broader discussion among civil society, youth and other relevant groups, and to provide good analyis on human security issues to key stakeholders.",null,EC-FPI-2014/353-514,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,227021.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2014-07-16,2015-07-15,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,227021.0,2015-Apr-06,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
Tsiroti de paz: Comunicación inclusiva e intercultural para la paz y el desarrollo del VRAEM,"Contribuir a la construcción colectiva de una cultura de paz, base necesaria del desarrollo y de la gobernabilidad democrática, a través del uso estratégico de la comunicación inclusiva, intercultural y con enfoque de género para la prevención y la gestión del conflicto en el VRAEM",null,EC-FPI-2014/354-176,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,223725.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-02-02,2017-02-01,,Disaster Prevention and Preparedness,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,130172.0,2015-Jan-22,,230015575,EC;D,Disbursement,93553.0,2016-Jan-29,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;3,Develop a global partnership framework,MDG;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG"
Youth Empowerment toward Sustainability and Change (YES to Change),"Overall objective: To contribute to reducing emerging tensions in GBAO through establishing sustainable and efficient network of young leaders engaged in policy dialogue,  social and economic development of their communities",null,EC-FPI-2014/352-446,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,221903.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-03-01,2018-02-28,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,221903.0,2014-Dec-29,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
Conflict Prevention through deradicalization of Youth,"The action aims at sproviding support to various stakeholders involved with youth and children to prevent conflicts and consolidate peace in Bangladesh, while enhancing capacity building, networking, advocacy and dialogue.",null,EC-FPI-2013/316-443,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,213240.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2013-12-19,2016-12-18,,Government and Civil Society,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,93251.0,2014-Mar-26,,230015575,EC;D,Disbursement,119989.0,2015-Jun-02,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
Strengthening womens role in peace,"The proposed action has been jointly developed by Peace Training and Research Organization (PTRO) and International Alert. The proposed action draws on 1) International Alerts experience of working in various contexts (including Islamic) on implementation of UNSCR1325 and National Action Plans on Women, Peace and Security and 2) PTROs experience of working in Afghanistan to promote and support womens participation in public life in some of the most difficult areas of the country. The action a",null,EC-FPI-2015/370-324,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,212969.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2016-02-01,2019-01-31,,Government and Civil Society,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,212969.0,2016-Jan-19,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
Proyecto de Rehabilitación y Reinserción socio laboral Por una Nueva Vida,Acción que contribuirá a la cohesión social y seguridad ciudadana  a través de la generación de oportunidades formativas y laborales a jóvenes en conflicto con la ley y/o en alto riesgo en las áreas de intervención urbana de la Asociación Trabajemos por la Paz y Visión  Mundial.,null,EC-FPI-2013/319-601,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,212432.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2013-08-29,2015-08-28,,Social Infrastructure and Services,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,129450.0,2013-Sep-10,,230015575,EC;D,Disbursement,82982.0,2015-Feb-10,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
Building Dialogue and Knowledge on Security and Justice Sector Reform in Yemen,"this new action will aim to prepare the ground for the EU to provide a targeted and timely contribution to the stabilisation process in Yemen, specifically in areas of justice and security.",null,EC-FPI-2015/362-339,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,209064.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-09-19,2017-03-18,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,209064.0,2015-Oct-22,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
Recapturing the past,"Led by Conciliation Resources, also within its London Process format, the action aims to enhance prospects for peace by enabling Georgians and Abkhaz to constructively address elements of their violent past via (1) restoration of the Abkhaz archive and (2) the creation of a multi-voiced archive of existing and new material realting to Georgian-Abkhaz relations from 1989 to 1995",null,EC-FPI-2014/353-325,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,209010.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2014-10-01,2016-03-31,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,209010.0,2015-Apr-06,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
